,yield_spread,yield_spread_3m_avg,yield_inverted,unrate,unrate_mom,unrate_3m_avg,unrate_yoy,icsa,icsa_3m_avg,icsa_yoy_pct,indpro_mom_pct,indpro_yoy_pct,umcsent,umcsent_yoy,credit_spread,credit_spread_3m_avg,credit_spread_mom,payems_mom,payems_3m_avg,USREC
1991-11-30,1.858421052631579,1.6473070175438596,0,7.0,0.0,6.966666666666668,0.7999999999999998,445400.0,430883.3333333333,-0.30218242865137634,-0.1582362447837493,0.4829362003084814,69.1,3.0999999999999943,2.036842105263158,1.9551443381180222,0.07275119617224868,-61.0,0.0,0.0
1991-12-31,2.0628571428571427,1.845426065162907,0,7.3,0.2999999999999998,7.099999999999999,1.0,456750.0,441633.3333333333,0.38461538461538325,-0.48625237770808516,0.7336733229858172,68.2,2.700000000000003,2.1704761904761902,2.0571364016100855,0.13363408521303244,30.0,-1.6666666666666667,0.0
1992-01-31,2.0742857142857143,1.9985213032581453,0,7.3,0.0,7.199999999999999,0.8999999999999995,439000.0,447050.0,-0.17055144968731728,-0.5237500242776694,0.5334053046102349,67.5,0.7000000000000028,2.0976190476190477,2.101645781119465,-0.07285714285714251,35.0,1.3333333333333333,0.0
1992-02-29,2.1257894736842107,2.0876441102756895,0,7.4,0.10000000000000053,7.333333333333333,0.8000000000000007,442200.0,445983.3333333333,-8.636363636363631,0.7059692556002473,1.996743776757559,68.8,-1.6000000000000085,1.888421052631579,2.0521720969089388,-0.20919799498746872,-53.0,4.0,0.0
1992-03-31,1.8572727272727272,2.0191159717475506,0,7.4,0.0,7.366666666666667,0.6000000000000005,429500.0,436900.0,-13.858804653028479,0.8525660185312312,3.4616952793256273,76.0,-11.700000000000003,1.7063636363636363,1.8974679122047544,-0.1820574162679427,55.0,12.333333333333334,0.0
1992-04-30,2.136190476190476,2.039750892382471,0,7.4,0.0,7.4,0.7000000000000002,418250.0,429983.3333333333,-10.486891385767795,0.7590126747747616,3.972638518327498,77.2,-4.599999999999994,1.7285714285714284,1.7744520391888814,0.02220779220779212,149.0,50.333333333333336,0.0
1992-05-31,2.1665,2.053321067821068,0,7.6,0.1999999999999993,7.466666666666668,0.6999999999999993,417400.0,421716.6666666667,-6.621923937360174,0.32910949647837473,3.341941886534139,79.2,0.9000000000000057,1.7375,1.7241450216450216,0.008928571428571619,130.0,111.33333333333333,0.0
1992-06-30,2.213636363636364,2.172108946608947,0,7.8,0.20000000000000018,7.599999999999999,0.8999999999999995,418750.0,418133.3333333333,-2.298180121325244,0.05118534482757564,2.563756841098086,80.4,-1.6999999999999886,1.7863636363636362,1.7508116883116882,0.04886363636363611,60.0,113.0,0.0
1992-07-31,2.489090909090909,2.2897424242424242,0,7.7,-0.09999999999999964,7.7,0.9000000000000004,442750.0,426300.0,5.857740585774063,0.9207064715544,3.218992232364881,76.6,-6.300000000000011,1.9922727272727272,1.8387121212121211,0.20590909090909104,87.0,92.33333333333333,0.0
1992-08-31,2.392857142857143,2.3651948051948053,0,7.6,-0.10000000000000053,7.699999999999999,0.6999999999999993,407200.0,422900.0,-5.653382761816495,-0.5591861589262614,2.6429698460063156,76.1,-5.900000000000006,2.067142857142857,1.9485930735930737,0.07487012987012998,123.0,90.0,0.0
1992-09-30,2.520952380952381,2.4676334776334774,0,7.6,0.0,7.633333333333333,0.6999999999999993,417000.0,422316.6666666667,-1.7667844522968212,0.32985434326631147,2.1710235537090616,75.6,-7.400000000000006,2.201428571428571,2.086948051948052,0.1342857142857139,35.0,81.66666666666667,0.0
